date_of_interest,case_count,probable_case_count,hospitalized_count,death_count,case_count_7day_avg,all_case_count_7day_avg,hosp_count_7day_avg,death_count_7day_avg
2020-02-29,1,0,1,0,0,0,0,0
2020-03-01,0,0,1,0,0,0,0,0
2020-03-02,0,0,2,0,0,0,0,0
2020-03-03,1,0,7,0,0,0,0,0
2020-03-04,5,0,2,0,0,0,0,0
2020-03-05,3,0,14,0,0,0,0,0
2020-03-06,8,0,8,0,3,3,5,0
2020-03-07,7,0,8,0,3,3,6,0
2020-03-08,21,0,18,0,6,6,8,0
2020-03-09,57,0,37,0,15,15,13,0
2020-03-10,69,0,60,0,24,24,21,0
2020-03-11,155,0,78,1,46,46,32,0
2020-03-12,355,0,106,0,96,96,45,0
2020-03-13,619,0,152,0,183,183,66,0
2020-03-14,642,1,177,3,274,274,90,1
2020-03-15,1034,0,210,4,419,419,117,1
2020-03-16,2121,2,338,9,714,714,160,2
2020-03-17,2451,4,385,12,1054,1055,207,4
2020-03-18,2971,5,494,24,1456,1458,266,7
2020-03-19,3706,4,631,27,1935,1937,341,11
2020-03-20,4007,3,738,49,2419,2422,425,18
2020-03-21,2639,7,734,51,2704,2708,504,25
2020-03-22,2580,4,773,52,2925,2929,585,32
2020-03-23,3570,15,1131,96,3132,3138,698,44
2020-03-24,4497,12,1301,107,3424,3431,829,58
2020-03-25,4873,18,1434,143,3696,3705,963,75
2020-03-26,5044,44,1535,229,3887,3902,1092,104
2020-03-27,5119,46,1585,262,4046,4067,1213,134
2020-03-28,3478,51,1394,323,4166,4193,1308,173
2020-03-29,3560,66,1509,356,4306,4342,1413,217
2020-03-30,6129,92,1858,414,4671,4718,1517,262
2020-03-31,5458,89,1816,476,4809,4867,1590,315
2020-04-01,5448,109,1768,556,4891,4962,1638,374
2020-04-02,5746,179,1684,676,4991,5081,1659,438
2020-04-03,5670,179,1712,676,5070,5179,1677,497
2020-04-04,3866,203,1460,715,5125,5256,1687,553
2020-04-05,3782,181,1406,759,5157,5304,1672,610
2020-04-06,6353,240,1750,816,5189,5358,1657,668
2020-04-07,6044,234,1590,832,5273,5462,1624,719
2020-04-08,5574,214,1559,782,5291,5495,1594,751
2020-04-09,5070,208,1353,767,5194,5403,1547,764
2020-04-10,4510,205,1293,742,5028,5241,1487,773
2020-04-11,3732,186,1048,730,5009,5219,1428,775
2020-04-12,2887,180,951,754,4881,5091,1363,775
2020-04-13,3311,199,1156,768,4447,4651,1279,768
2020-04-14,4144,155,984,661,4175,4368,1192,743
2020-04-15,3876,122,866,578,3933,4112,1093,714
2020-04-16,3530,143,782,555,3713,3883,1011,684
2020-04-17,3586,105,790,489,3581,3737,940,648
2020-04-18,2172,123,584,513,3358,3505,873,617
2020-04-19,2342,96,536,494,3280,3415,814,580
2020-04-20,3792,101,641,465,3349,3470,740,536
2020-04-21,3061,103,587,426,3194,3307,684,503
2020-04-22,3446,88,519,399,3133,3241,634,477
2020-04-23,2841,85,448,415,3034,3134,586,457
2020-04-24,2535,66,474,380,2884,2979,541,442
2020-04-25,1595,60,327,325,2802,2887,505,415
2020-04-26,1003,55,307,300,2610,2690,472,387
2020-04-27,2290,52,370,322,2396,2469,433,367
2020-04-28,2726,38,356,267,2348,2411,400,344
2020-04-29,2339,37,313,274,2190,2246,371,326
2020-04-30,2021,30,254,253,2073,2121,343,303
2020-05-01,1886,47,263,256,1980,2026,313,285
2020-05-02,1058,35,208,224,1903,1945,296,271
2020-05-03,787,33,216,210,1872,1911,283,258
2020-05-04,1549,37,241,195,1767,1803,264,240
2020-05-05,1512,18,213,169,1593,1627,244,226
2020-05-06,1397,31,213,182,1459,1492,230,213
2020-05-07,1238,18,176,159,1347,1378,219,199
2020-05-08,1079,25,166,155,1231,1260,205,185
2020-05-09,657,11,123,110,1174,1199,193,169
2020-05-10,457,12,105,114,1127,1149,177,155
2020-05-11,1231,17,180,120,1082,1100,168,144
2020-05-12,1285,17,113,108,1049,1068,154,135
2020-05-13,1333,9,130,92,1040,1056,142,123
2020-05-14,1111,16,142,86,1022,1037,137,112
2020-05-15,873,11,128,98,992,1006,132,104
2020-05-16,485,19,91,100,968,982,127,103
2020-05-17,360,12,80,89,954,968,123,99
2020-05-18,894,8,111,67,906,919,114,91
2020-05-19,1002,9,114,64,865,877,114,85
2020-05-20,1077,6,80,84,829,840,107,84
2020-05-21,1069,7,83,51,823,833,98,79
2020-05-22,1036,14,102,79,846,857,94,76
2020-05-23,455,4,74,64,842,850,92,71
2020-05-24,467,6,86,54,857,865,93,66
2020-05-25,464,7,79,53,796,803,88,64
2020-05-26,1050,8,76,42,803,810,83,61
2020-05-27,740,5,75,52,754,762,82,56
2020-05-28,646,5,79,41,694,701,82,55
2020-05-29,638,13,84,51,637,644,79,51
2020-05-30,346,5,54,56,622,629,76,50
2020-05-31,230,8,60,42,588,595,72,48
2020-06-01,686,12,81,39,619,627,73,46
2020-06-02,570,10,64,45,551,559,71,47
2020-06-03,515,4,73,45,519,527,71,46
2020-06-04,517,11,75,38,500,509,70,45
2020-06-05,402,15,53,31,467,476,66,42
2020-06-06,247,7,42,36,452,462,64,39
2020-06-07,197,15,54,29,448,458,63,38
2020-06-08,447,22,60,44,414,426,60,38
2020-06-09,419,9,65,33,392,404,60,37
2020-06-10,363,20,65,39,370,384,59,36
2020-06-11,363,18,49,26,348,363,55,34
2020-06-12,409,18,52,26,349,365,55,33
2020-06-13,196,13,35,17,342,358,54,31
2020-06-14,180,13,47,22,340,356,53,30
2020-06-15,380,18,52,20,330,346,52,26
2020-06-16,419,17,61,19,330,347,52,24
2020-06-17,356,13,49,21,329,345,49,22
2020-06-18,378,8,56,16,331,345,50,20
2020-06-19,361,24,45,16,324,339,49,19
2020-06-20,203,16,25,17,325,341,48,19
2020-06-21,172,12,44,22,324,340,47,19
2020-06-22,402,15,48,18,327,342,47,18
2020-06-23,381,14,44,19,322,336,44,18
2020-06-24,381,14,52,18,325,340,45,18
2020-06-25,298,10,43,16,314,329,43,18
2020-06-26,317,17,33,18,308,322,41,18
2020-06-27,206,13,43,17,308,322,44,18
2020-06-28,201,16,32,12,312,326,42,17
2020-06-29,437,26,47,19,317,333,42,17
2020-06-30,442,15,45,11,326,342,42,16
2020-07-01,396,22,39,10,328,345,40,15
2020-07-02,416,12,45,18,345,362,41,15
2020-07-03,233,14,30,12,333,350,40,14
2020-07-04,120,11,30,6,321,337,38,13
2020-07-05,155,10,29,9,314,330,38,12
2020-07-06,431,24,54,11,313,329,39,11
2020-07-07,461,24,47,7,316,333,39,10
2020-07-08,437,16,34,16,322,338,38,11
2020-07-09,391,18,46,5,318,335,39,9
2020-07-10,307,20,45,5,329,346,41,8
2020-07-11,259,17,34,9,349,367,41,9
2020-07-12,223,13,26,7,358,377,41,9
2020-07-13,483,21,49,15,366,384,40,9
2020-07-14,403,15,43,10,358,375,40,10
2020-07-15,440,22,44,14,358,376,41,9
2020-07-16,411,22,34,6,361,379,39,9
2020-07-17,413,19,50,10,376,394,40,10
2020-07-18,216,20,26,11,370,389,39,10
2020-07-19,175,27,38,10,363,384,41,11
2020-07-20,404,30,38,10,352,374,39,10
2020-07-21,341,14,24,6,343,365,36,10
2020-07-22,328,20,40,8,327,349,36,9
2020-07-23,309,14,33,8,312,333,36,9
2020-07-24,299,16,40,5,296,316,34,8
2020-07-25,153,15,35,11,287,306,35,8
2020-07-26,140,17,25,8,282,300,34,8
2020-07-27,313,18,38,3,269,285,34,7
2020-07-28,313,17,38,13,265,282,36,8
2020-07-29,287,24,30,5,259,276,34,8
2020-07-30,274,11,37,5,254,271,35,7
2020-07-31,262,23,34,4,249,267,34,7
2020-08-01,189,12,27,7,254,271,33,6
2020-08-02,135,10,33,2,253,270,34,6
2020-08-03,348,25,40,3,258,276,34,6
2020-08-04,187,19,32,5,240,258,33,4
2020-08-05,298,21,38,6,242,259,34,5
2020-08-06,288,18,34,6,244,262,34,5
2020-08-07,255,24,23,2,243,261,32,4
2020-08-08,160,25,21,4,239,259,32,4
2020-08-09,133,17,26,3,238,260,31,4
2020-08-10,312,31,41,5,233,255,31,4
2020-08-11,263,28,25,5,244,268,30,4
2020-08-12,320,19,31,3,247,270,29,4
2020-08-13,276,34,39,4,246,271,29,4
2020-08-14,277,22,38,4,249,274,32,4
2020-08-15,151,15,23,5,247,271,32,4
2020-08-16,140,19,21,5,248,272,31,4
2020-08-17,333,25,33,5,251,275,30,4
2020-08-18,283,26,39,2,254,277,32,4
2020-08-19,257,39,35,1,245,271,33,4
2020-08-20,227,21,37,6,238,262,32,4
2020-08-21,252,28,31,5,235,259,31,4
2020-08-22,136,21,27,7,233,258,32,4
2020-08-23,150,20,23,3,234,260,32,4
2020-08-24,297,22,36,8,229,254,33,5
2020-08-25,283,19,40,3,229,253,33,5
2020-08-26,313,23,28,7,237,259,32,6
2020-08-27,274,22,31,1,244,266,31,5
2020-08-28,280,19,22,6,248,268,30,5
2020-08-29,128,25,22,4,246,268,29,5
2020-08-30,186,21,20,6,252,273,28,5
2020-08-31,315,16,42,1,254,275,29,4
2020-09-01,294,34,21,3,256,279,27,4
2020-09-02,271,25,29,5,250,273,27,4
2020-09-03,273,29,18,3,250,274,25,4
2020-09-04,229,20,31,6,242,267,26,4
2020-09-05,156,11,22,3,246,269,26,4
2020-09-06,207,24,31,6,249,272,28,4
2020-09-07,217,23,19,0,235,259,24,4
2020-09-08,393,23,26,2,249,272,25,4
2020-09-09,353,31,31,2,261,284,25,3
2020-09-10,323,28,25,4,268,291,26,3
2020-09-11,313,32,32,6,280,305,27,3
2020-09-12,202,25,11,4,287,313,25,3
2020-09-13,263,27,17,3,295,322,23,3
2020-09-14,461,27,32,5,330,357,25,4
2020-09-15,414,50,29,5,333,364,25,4
2020-09-16,456,37,46,6,347,380,27,5
2020-09-17,441,35,34,3,364,398,29,5
2020-09-18,292,38,37,3,361,395,29,4
2020-09-19,218,23,21,5,364,397,31,4
2020-09-20,220,26,24,5,357,391,32,5
2020-09-21,558,53,29,3,371,409,31,4
2020-09-22,497,56,34,4,383,421,32,4
2020-09-23,612,65,38,5,405,448,31,4
2020-09-24,542,71,42,3,420,467,32,4
2020-09-25,463,57,46,5,444,494,33,4
2020-09-26,280,33,26,5,453,505,34,4
2020-09-27,382,48,37,4,476,531,36,4
2020-09-28,437,41,38,5,459,512,37,4
2020-09-29,723,71,50,6,491,546,40,5
2020-09-30,606,83,51,8,490,548,41,5
2020-10-01,705,79,41,7,514,573,41,6
2020-10-02,605,82,49,3,534,596,42,5
2020-10-03,299,42,25,6,537,600,42,6
2020-10-04,335,64,44,7,530,596,43,6
2020-10-05,766,116,55,0,577,654,45,5
2020-10-06,571,72,48,4,555,632,45,5
2020-10-07,541,83,46,4,546,623,44,4
2020-10-08,526,76,47,6,520,597,45,4
2020-10-09,524,91,55,2,509,587,46,4
2020-10-10,314,45,38,4,511,589,48,4
2020-10-11,281,49,49,7,503,579,48,4
2020-10-12,515,69,52,8,467,537,48,5
2020-10-13,588,111,50,5,470,545,48,5
2020-10-14,583,140,58,8,476,559,50,6
2020-10-15,603,134,74,9,487,578,54,6
2020-10-16,505,128,48,7,484,581,53,7
2020-10-17,366,107,35,5,492,597,52,7
2020-10-18,412,120,40,4,510,626,51,7
2020-10-19,626,168,69,8,526,656,53,7
2020-10-20,601,160,74,5,528,665,57,7
2020-10-21,654,167,52,6,538,679,56,6
2020-10-22,759,180,53,3,560,708,53,5
2020-10-23,601,173,60,5,574,728,55,5
2020-10-24,386,137,47,2,577,735,56,5
2020-10-25,362,152,44,10,570,732,57,6
2020-10-26,695,218,56,6,580,749,55,5
2020-10-27,742,231,46,9,600,780,51,6
2020-10-28,782,224,45,5,618,806,50,6
2020-10-29,621,225,59,4,598,793,51,6
2020-10-30,655,224,60,10,606,808,51,7
2020-10-31,403,140,48,4,609,811,51,7
2020-11-01,501,237,55,12,628,843,53,7
2020-11-02,953,329,64,9,665,895,54,8
2020-11-03,903,302,75,16,688,928,58,9
2020-11-04,1113,378,69,9,736,998,61,9
2020-11-05,1139,393,85,10,810,1096,65,10
2020-11-06,1037,420,64,11,864,1178,66,10
2020-11-07,845,357,60,13,927,1272,67,11
2020-11-08,788,369,65,9,968,1332,69,11
2020-11-09,1545,538,80,6,1053,1447,71,11
2020-11-10,1598,502,89,7,1152,1575,73,9
2020-11-11,1539,470,99,9,1213,1649,77,9
2020-11-12,1502,501,80,16,1265,1716,77,10
2020-11-13,1494,511,92,6,1330,1794,81,9
2020-11-14,1025,429,101,11,1356,1830,87,9
2020-11-15,896,420,92,14,1371,1853,90,10
2020-11-16,1832,526,127,8,1412,1892,97,10
2020-11-17,1730,545,102,10,1431,1917,99,11
2020-11-18,1753,532,120,12,1462,1957,102,11
2020-11-19,1857,519,132,10,1512,2010,109,10
2020-11-20,1774,511,135,9,1552,2050,116,11
2020-11-21,1290,354,119,11,1590,2077,118,11
2020-11-22,1148,415,116,12,1626,2112,122,10
2020-11-23,2317,582,150,14,1696,2190,125,11
2020-11-24,2074,599,131,18,1745,2246,129,12
2020-11-25,2370,633,141,12,1833,2349,132,12
2020-11-26,817,376,156,10,1684,2180,135,12
2020-11-27,2299,765,158,16,1759,2291,139,13
2020-11-28,1839,585,127,14,1838,2403,140,14
2020-11-29,1891,625,163,15,1944,2539,147,14
2020-11-30,2895,787,188,20,2026,2651,152,15
2020-12-01,3308,987,200,24,2203,2882,162,16
2020-12-02,3130,820,176,26,2311,3018,167,18
2020-12-03,2945,907,218,20,2615,3398,176,19
2020-12-04,2817,755,182,28,2689,3470,179,21
2020-12-05,1887,652,178,26,2696,3487,186,23
2020-12-06,1753,659,173,22,2676,3472,188,24
2020-12-07,3304,1005,222,21,2735,3561,193,24
2020-12-08,3060,904,220,23,2699,3514,196,24
2020-12-09,3105,963,278,29,2696,3531,210,24
2020-12-10,3149,905,246,28,2725,3560,214,25
2020-12-11,2977,893,244,31,2748,3602,223,26
2020-12-12,2206,583,209,34,2793,3638,227,27
2020-12-13,2177,898,227,32,2854,3733,235,28
2020-12-14,3582,1076,266,30,2894,3783,241,30
2020-12-15,3681,944,238,34,2982,3877,244,31
2020-12-16,2788,777,214,42,2937,3805,235,33
2020-12-17,1927,770,231,39,2763,3611,233,35
2020-12-18,3427,835,274,41,2827,3667,237,36
2020-12-19,2557,690,239,33,2877,3733,241,36
2020-12-20,2346,710,246,34,2901,3730,244,36
2020-12-21,4339,1044,331,46,3009,3834,253,38
2020-12-22,4104,948,287,55,3070,3895,260,41
2020-12-23,3843,937,303,42,3220,4068,273,41
2020-12-24,3016,642,276,43,3376,4205,279,42
2020-12-25,1046,595,267,40,3036,3831,278,42
2020-12-26,3454,898,264,39,3164,3989,282,43
2020-12-27,2888,919,241,48,3241,4096,281,45
2020-12-28,5392,1192,356,45,3392,4268,285,45
2020-12-29,5206,1004,324,53,3549,4433,290,44
2020-12-30,4983,1050,316,45,3712,4612,292,45
2020-12-31,3390,770,287,42,3766,4684,294,45
2021-01-01,1340,785,297,41,3808,4753,298,45
2021-01-02,4200,1069,325,62,3914,4884,307,48
2021-01-03,3464,1021,300,43,3996,4981,315,47
2021-01-04,6609,1470,411,65,4170,5194,323,50
2021-01-05,6153,1400,353,73,4306,5386,327,53
2021-01-06,5692,1281,381,66,4407,5521,336,56
2021-01-07,5449,1182,359,56,4701,5874,347,58
2021-01-08,5305,1089,355,64,5267,6483,355,61
2021-01-09,3693,895,331,73,5195,6386,356,63
2021-01-10,3197,1008,310,57,5157,6346,357,65
2021-01-11,5921,1346,403,61,5059,6230,356,64
2021-01-12,5241,1188,397,78,4928,6070,362,65
2021-01-13,5184,1217,428,72,4856,5988,369,66
2021-01-14,5264,1129,430,70,4829,5954,379,68
2021-01-15,4845,1081,390,69,4764,5887,384,69
2021-01-16,3481,910,373,71,4733,5859,390,68
2021-01-17,2919,1034,338,59,4694,5823,394,69
2021-01-18,4645,1323,444,79,4511,5637,400,71
2021-01-19,5140,1338,391,88,4497,5644,399,73
2021-01-20,4909,1271,372,80,4458,5613,391,74
2021-01-21,4942,1246,416,69,4412,5583,389,74
2021-01-22,4715,1225,429,87,4393,5585,395,76
2021-01-23,3462,1028,324,85,4390,5600,388,78
2021-01-24,2927,967,334,74,4391,5591,387,80
2021-01-25,5808,1417,403,71,4558,5771,381,79
2021-01-26,4861,1236,369,86,4518,5716,378,79
2021-01-27,5003,1198,426,95,4531,5719,386,81
2021-01-28,4778,1156,391,90,4508,5683,382,84
2021-01-29,3667,1001,408,89,4358,5501,379,84
2021-01-30,2875,821,272,84,4274,5388,372,84
2021-01-31,2894,948,303,76,4269,5380,367,84
2021-02-01,977,547,289,66,3579,4566,351,84
2021-02-02,2660,535,401,82,3265,4151,356,83
2021-02-03,5144,1083,436,80,3285,4155,357,81
2021-02-04,4831,1111,436,97,3293,4156,364,82
2021-02-05,4161,1115,439,85,3363,4243,368,81
2021-02-06,3080,863,356,81,3392,4278,380,81
2021-02-07,1645,722,310,80,3214,4068,381,82
2021-02-08,4431,1166,390,86,3707,4650,395,84
2021-02-09,3722,1017,395,71,3859,4870,395,83
2021-02-10,3777,984,355,81,3664,4661,383,83
2021-02-11,3411,915,324,99,3461,4430,367,83
2021-02-12,3315,840,342,83,3340,4270,353,83
2021-02-13,2209,806,281,87,3216,4137,342,84
2021-02-14,1898,794,243,83,3252,4184,333,84
2021-02-15,2860,693,317,85,3027,3892,322,84
2021-02-16,3722,950,353,86,3027,3882,316,86
2021-02-17,3434,1024,293,85,2978,3839,308,87
2021-02-18,2049,797,258,58,2784,3627,298,81
2021-02-19,3007,984,299,58,2740,3604,292,77
2021-02-20,2495,927,296,75,2781,3662,294,76
2021-02-21,2286,583,274,62,2836,3687,299,73
2021-02-22,3624,973,347,73,2945,3836,303,71
2021-02-23,3473,1055,331,80,2910,3816,300,70
2021-02-24,3464,997,353,82,2914,3816,308,70
2021-02-25,3474,974,292,80,3118,4045,313,73
2021-02-26,3241,976,327,77,3151,4077,317,76
2021-02-27,2018,789,241,67,3083,3990,309,74
2021-02-28,2037,881,244,72,3047,3997,305,76
2021-03-01,3727,1177,323,65,3062,4040,302,75
2021-03-02,3108,1014,273,55,3010,3982,293,71
2021-03-03,3242,1123,306,74,2978,3969,287,70
2021-03-04,3118,997,298,65,2927,3921,287,68
2021-03-05,2886,905,255,53,2877,3860,277,64
2021-03-06,2043,694,241,56,2880,3850,277,63
2021-03-07,1876,850,245,61,2857,3823,277,61
2021-03-08,3401,1163,300,71,2811,3774,274,62
2021-03-09,3341,1073,282,72,2844,3816,275,65
2021-03-10,3204,1086,282,65,2838,3805,272,63
2021-03-11,3104,1004,292,58,2836,3804,271,62
2021-03-12,3203,886,293,74,2882,3847,276,65
2021-03-13,2174,825,222,65,2900,3884,274,67
2021-03-14,1928,812,251,43,2908,3886,275,64
2021-03-15,3394,1087,293,47,2907,3874,274,61
2021-03-16,3194,985,251,66,2886,3841,269,60
2021-03-17,3172,1119,276,47,2881,3841,268,57
2021-03-18,2922,989,305,61,2855,3813,270,58
2021-03-19,3038,1026,261,48,2832,3809,266,54
2021-03-20,2160,888,261,51,2830,3816,271,52
2021-03-21,2093,818,272,50,2853,3841,274,53
2021-03-22,3881,1250,328,56,2923,3934,279,54
2021-03-23,3252,1122,285,54,2931,3961,284,52
2021-03-24,3444,1160,294,43,2970,4006,287,52
2021-03-25,3799,1216,312,72,3095,4164,288,53
2021-03-26,3412,1026,310,66,3149,4217,295,56
2021-03-27,2218,819,267,59,3157,4216,295,57
2021-03-28,1749,718,208,57,3108,4152,286,58
2021-03-29,3558,1197,305,52,3062,4099,283,58
2021-03-30,3186,978,264,46,3052,4069,280,56
2021-03-31,3185,992,291,65,3015,4008,280,60
2021-04-01,2865,857,264,59,2882,3823,273,58
2021-04-02,2623,794,265,53,2769,3677,266,56
2021-04-03,2049,584,236,50,2745,3619,262,55
2021-04-04,1461,599,212,48,2704,3561,262,53
2021-04-05,3270,976,266,56,2663,3488,257,54
2021-04-06,3002,936,231,48,2636,3456,252,54
2021-04-07,2764,846,221,45,2576,3375,242,51
2021-04-08,2575,749,218,55,2535,3318,236,51
2021-04-09,2464,753,207,57,2512,3290,227,51
2021-04-10,1723,599,190,51,2466,3245,221,51
2021-04-11,1312,628,161,57,2444,3228,213,53
2021-04-12,2537,811,205,43,2340,3100,205,51
2021-04-13,2364,719,204,38,2248,2978,201,49
2021-04-14,2240,646,192,36,2174,2874,197,48
2021-04-15,2016,594,220,43,2094,2772,197,46
2021-04-16,1828,631,198,35,2003,2664,196,43
2021-04-17,1275,446,164,35,1939,2578,192,41
2021-04-18,1049,476,167,37,1901,2519,193,38
2021-04-19,1887,606,179,43,1808,2397,189,38
2021-04-20,1606,487,155,35,1700,2255,182,38
2021-04-21,1423,535,117,36,1583,2123,171,38
2021-04-22,1359,428,158,42,1490,2005,163,38
2021-04-23,1287,400,153,47,1412,1895,156,39
2021-04-24,852,320,101,30,1352,1816,147,39
2021-04-25,755,282,119,26,1310,1747,140,37
2021-04-26,1366,366,145,30,1235,1638,135,35
2021-04-27,1139,356,116,33,1169,1553,130,35
2021-04-28,1208,381,125,33,1138,1500,131,34
2021-04-29,1052,317,116,33,1094,1440,125,33
2021-04-30,950,314,91,39,1046,1380,116,32
2021-05-01,578,216,78,33,1007,1326,113,32
2021-05-02,567,207,72,29,980,1288,106,33
2021-05-03,935,282,90,24,918,1215,98,32
2021-05-04,874,230,98,24,881,1159,96,31
2021-05-05,775,220,81,27,819,1074,89,30
2021-05-06,782,236,82,29,780,1024,85,29
2021-05-07,715,195,72,35,747,973,82,29
2021-05-08,384,145,65,24,719,935,80,27
2021-05-09,343,137,60,28,687,893,78,27
2021-05-10,655,202,70,25,647,842,75,27
2021-05-11,627,176,70,22,612,799,71,27
2021-05-12,594,166,64,19,586,765,69,26
2021-05-13,506,133,67,24,546,711,67,25
2021-05-14,487,184,69,28,514,677,66,24
2021-05-15,292,96,42,12,501,657,63,23
2021-05-16,279,130,40,17,491,647,60,21
2021-05-17,453,132,72,16,463,608,61,20
2021-05-18,415,127,52,14,432,571,58,19
2021-05-19,377,122,57,13,401,533,57,18
2021-05-20,397,94,65,15,386,512,57,16
2021-05-21,349,90,51,13,366,479,54,14
2021-05-22,233,83,38,17,358,469,54,15
2021-05-23,186,61,46,10,344,446,54,14
2021-05-24,355,122,35,10,330,430,49,13
2021-05-25,305,95,42,7,315,410,48,12
2021-05-26,249,70,33,4,296,384,44,11
2021-05-27,257,76,47,9,276,362,42,10
2021-05-28,210,54,35,12,256,337,39,10
2021-05-29,126,51,25,9,241,317,38,9
2021-05-30,118,39,27,8,231,304,35,8
2021-05-31,118,63,18,12,198,262,32,9
2021-06-01,289,66,35,12,195,255,31,9
2021-06-02,244,67,44,11,195,254,33,10
2021-06-03,206,44,29,10,187,242,30,11
2021-06-04,225,58,25,8,189,245,29,10
2021-06-05,143,52,16,6,192,247,28,10
2021-06-06,130,29,23,5,194,248,27,9
2021-06-07,222,72,32,6,208,264,29,8
2021-06-08,175,59,35,10,192,247,29,8
2021-06-09,210,49,23,9,187,239,26,8
2021-06-10,156,52,25,6,180,233,26,7
2021-06-11,187,44,22,9,175,226,25,7
2021-06-12,121,35,21,4,172,220,26,7
2021-06-13,114,45,31,6,169,220,27,7
2021-06-14,179,51,26,8,163,211,26,7
2021-06-15,179,36,25,6,164,208,25,7
2021-06-16,172,55,25,7,158,204,25,7
2021-06-17,187,46,28,10,163,207,25,7
2021-06-18,160,30,19,8,159,201,25,7
2021-06-19,107,42,13,11,157,200,24,8
2021-06-20,95,40,25,5,154,197,23,8
2021-06-21,168,57,30,3,153,196,24,7
2021-06-22,171,45,34,8,151,196,25,7
2021-06-23,187,42,24,5,154,197,25,7
2021-06-24,175,57,14,5,152,197,23,6
2021-06-25,180,44,18,5,155,201,23,6
2021-06-26,118,44,18,3,156,203,23,5
2021-06-27,109,38,22,1,158,205,23,4
2021-06-28,206,80,27,6,164,214,22,5
2021-06-29,212,53,21,4,170,221,21,4
2021-06-30,226,85,20,4,175,232,20,4
2021-07-01,204,43,31,4,179,235,22,4
2021-07-02,233,66,37,7,187,245,25,4
2021-07-03,146,57,22,6,191,251,26,5
2021-07-04,124,48,24,3,193,255,26,5
2021-07-05,187,65,16,2,190,250,24,4
2021-07-06,364,111,24,3,212,280,25,4
2021-07-07,402,106,23,2,237,308,25,4
2021-07-08,369,123,23,2,261,343,24,4
2021-07-09,371,121,35,2,280,371,24,3
